run 1 zoom-row-axis stage0-5c1b915: ok True, frame time median 6.1 p95 12.2, notMeasured 0, doubts 1
    doubt: [1920x1600] the ceiling cycles while notches go in (zoomY 4.47, 4.72, 4.47, 4.72, 4.47, 4.72, 4.47); the highest reading is used
    ceiling: ['1920x1080: the row-area ceiling holds; "past the ceiling" inputs halve at the tip', '1920x400: the row-area ceiling holds; "past the ceiling" inputs halve at the tip (one layout + one + about 18)', '"under the ceiling" zoom-ins cost one layout (:3171) at the tip and none for the ceiling at 5c1b915; both builds add one layout per change in rowHeldStill']
run 1 zoom-row-axis tip-f45e9cd7: ok True, frame time median 6.1 p95 6.2, notMeasured 0, doubts 0
    ceiling: ['1920x1080: the font ceiling (or S-98) holds; at the tip "past the ceiling" inputs return at wanted <= drawn (:3170) and never halve', '1920x400: the row-area ceiling holds; "past the ceiling" inputs halve at the tip (one layout + one + about 18)', '"under the ceiling" zoom-ins cost one layout (:3171) at the tip and none for the ceiling at 5c1b915; both builds add one layout per change in rowHeldStill']
run 1 dependency-drag stage0-5c1b915: ok True, frame time median 12.1 p95 24.3, notMeasured 0, doubts 0
run 1 dependency-drag tip-f45e9cd7: ok True, frame time median 24.1 p95 24.4, notMeasured 0, doubts 0
run 2 zoom-row-axis stage0-5c1b915: ok True, frame time median 6.15 p95 12.2, notMeasured 0, doubts 1
    doubt: [1920x1600] the ceiling cycles while notches go in (zoomY 4.47, 4.72, 4.47, 4.72, 4.47, 4.72, 4.47); the highest reading is used
    ceiling: ['1920x1080: the row-area ceiling holds; "past the ceiling" inputs halve at the tip', '1920x400: the row-area ceiling holds; "past the ceiling" inputs halve at the tip (one layout + one + about 18)', '"under the ceiling" zoom-ins cost one layout (:3171) at the tip and none for the ceiling at 5c1b915; both builds add one layout per change in rowHeldStill']
run 2 zoom-row-axis tip-f45e9cd7: ok True, frame time median 6.1 p95 6.2, notMeasured 0, doubts 0
    ceiling: ['1920x1080: the font ceiling (or S-98) holds; at the tip "past the ceiling" inputs return at wanted <= drawn (:3170) and never halve', '1920x400: the row-area ceiling holds; "past the ceiling" inputs halve at the tip (one layout + one + about 18)', '"under the ceiling" zoom-ins cost one layout (:3171) at the tip and none for the ceiling at 5c1b915; both builds add one layout per change in rowHeldStill']
run 2 dependency-drag stage0-5c1b915: ok True, frame time median 12.1 p95 24.2, notMeasured 0, doubts 0
run 2 dependency-drag tip-f45e9cd7: ok True, frame time median 24.2 p95 24.4, notMeasured 0, doubts 0
run 3 zoom-row-axis stage0-5c1b915: ok True, frame time median 6.1 p95 12.2, notMeasured 0, doubts 1
    doubt: [1920x1600] the ceiling cycles while notches go in (zoomY 4.47, 4.72, 4.47, 4.72, 4.47, 4.72, 4.47); the highest reading is used
    ceiling: ['1920x1080: the row-area ceiling holds; "past the ceiling" inputs halve at the tip', '1920x400: the row-area ceiling holds; "past the ceiling" inputs halve at the tip (one layout + one + about 18)', '"under the ceiling" zoom-ins cost one layout (:3171) at the tip and none for the ceiling at 5c1b915; both builds add one layout per change in rowHeldStill']
run 3 zoom-row-axis tip-f45e9cd7: ok True, frame time median 6.1 p95 6.3, notMeasured 0, doubts 0
    ceiling: ['1920x1080: the font ceiling (or S-98) holds; at the tip "past the ceiling" inputs return at wanted <= drawn (:3170) and never halve', '1920x400: the row-area ceiling holds; "past the ceiling" inputs halve at the tip (one layout + one + about 18)', '"under the ceiling" zoom-ins cost one layout (:3171) at the tip and none for the ceiling at 5c1b915; both builds add one layout per change in rowHeldStill']
run 3 dependency-drag stage0-5c1b915: ok True, frame time median 12.1 p95 24.2, notMeasured 0, doubts 0
run 3 dependency-drag tip-f45e9cd7: ok True, frame time median 24.1 p95 24.4, notMeasured 0, doubts 0

## zoom-row-axis (runs that reported ok only)

| section | metric | build | median per run | p95 per run | median min-max | p95 min-max |
| [1920x400] MK-4 at the ceiling: out 1 notch / in 2 notches | frameTime | stage0-5c1b915 | 6.1 / 6.1 / 6.1 | 12.2 / 12.2 / 12.2 | 6.1-6.1 ms | 12.2-12.2 ms |
| [1920x400] MK-4 at the ceiling: out 1 notch / in 2 notches | frameTime | tip-f45e9cd7 | 60.5 / 60.5 / 60.6 | 66.8 / 66.66 / 84.8 | 60.5-60.6 ms | 66.66-84.8 ms |
| [1920x400] MK-4 at the ceiling: out 1 notch / in 2 notches | insideRedrawCallback | stage0-5c1b915 | 6.8 / 7.2 / 6.8 | 7.6 / 8.9 / 7.7 | 6.8-7.2 ms | 7.6-8.9 ms |
| [1920x400] MK-4 at the ceiling: out 1 notch / in 2 notches | insideRedrawCallback | tip-f45e9cd7 | 3.95 / 3.8 / 4.1 | 4.7 / 4.3 / 4.5 | 3.8-4.1 ms | 4.3-4.7 ms |
| [1920x400] MK-4 at the ceiling: out 1 notch / in 2 notches | synchronousDispatch | stage0-5c1b915 | 0.5 / 0.6 / 0.5 | 0.6 / 0.8 / 0.7 | 0.5-0.6 ms | 0.6-0.8 ms |
| [1920x400] MK-4 at the ceiling: out 1 notch / in 2 notches | synchronousDispatch | tip-f45e9cd7 | 54.4 / 54.9 / 56.8 | 60.3 / 57.4 / 61.4 | 54.4-56.8 ms | 57.4-61.4 ms |
| [1920x400] MK-4 at the ceiling: out 1 notch / in 2 notches | inputToRedrawCallbackEnd | stage0-5c1b915 | 7.3 / 7.85 / 7.4 | 8.2 / 9.7 / 8.4 | 7.3-7.85 ms | 8.2-9.7 ms |
| [1920x400] MK-4 at the ceiling: out 1 notch / in 2 notches | inputToRedrawCallbackEnd | tip-f45e9cd7 | 58.5 / 58.7 / 60.9 | 64.7 / 61.5 / 66.2 | 58.5-60.9 ms | 61.5-66.2 ms |
| [1920x400] MK-4 6 notches under the ceiling: in 1 notch / out 1 notch | frameTime | stage0-5c1b915 | 6.1 / 6.1 / 6.1 | 12.2 / 12.2 / 12.1 | 6.1-6.1 ms | 12.1-12.2 ms |
| [1920x400] MK-4 6 notches under the ceiling: in 1 notch / out 1 notch | frameTime | tip-f45e9cd7 | 6.1 / 6.1 / 6.1 | 60.7 / 66.66 / 66.66 | 6.1-6.1 ms | 60.7-66.66 ms |
| [1920x400] MK-4 6 notches under the ceiling: in 1 notch / out 1 notch | insideRedrawCallback | stage0-5c1b915 | 5.8 / 6 / 5.9 | 6.9 / 6.5 / 6.3 | 5.8-6 ms | 6.3-6.9 ms |
| [1920x400] MK-4 6 notches under the ceiling: in 1 notch / out 1 notch | insideRedrawCallback | tip-f45e9cd7 | 3.3 / 3.4 / 3.3 | 4.2 / 4.3 / 4.4 | 3.3-3.4 ms | 4.2-4.4 ms |
| [1920x400] MK-4 6 notches under the ceiling: in 1 notch / out 1 notch | synchronousDispatch | stage0-5c1b915 | 0.4 / 0.5 / 0.4 | 0.7 / 1.1 / 0.6 | 0.4-0.5 ms | 0.6-1.1 ms |
| [1920x400] MK-4 6 notches under the ceiling: in 1 notch / out 1 notch | synchronousDispatch | tip-f45e9cd7 | 0.4 / 0.5 / 0.5 | 54.6 / 58.7 / 59.8 | 0.4-0.5 ms | 54.6-59.8 ms |
| [1920x400] MK-4 6 notches under the ceiling: in 1 notch / out 1 notch | inputToRedrawCallbackEnd | stage0-5c1b915 | 6.3 / 6.6 / 6.3 | 7.5 / 7.4 / 6.9 | 6.3-6.6 ms | 6.9-7.5 ms |
| [1920x400] MK-4 6 notches under the ceiling: in 1 notch / out 1 notch | inputToRedrawCallbackEnd | tip-f45e9cd7 | 3.8 / 4 / 4 | 58.5 / 63.1 / 64 | 3.8-4 ms | 58.5-64 ms |
| [1920x1080] MK-4 in 1 notch, under the ceiling | inputToNextFrameEnter | stage0-5c1b915 | 13.4 / 14.3 / 14.05 | 19.4 / 18.7 / 19.6 | 13.4-14.3 ms | 18.7-19.6 ms |
| [1920x1080] MK-4 in 1 notch, under the ceiling | inputToNextFrameEnter | tip-f45e9cd7 | 11.65 / 11.75 / 7.45 | 14.7 / 14.1 / 11.4 | 7.45-11.75 ms | 11.4-14.7 ms |
| [1920x1080] MK-4 in 1 notch, under the ceiling | inputToRedrawCallbackEnd | stage0-5c1b915 | 22.6 / 23.3 / 23.1 | 29.9 / 28.4 / 28.3 | 22.6-23.3 ms | 28.3-29.9 ms |
| [1920x1080] MK-4 in 1 notch, under the ceiling | inputToRedrawCallbackEnd | tip-f45e9cd7 | 16.35 / 17 / 12.85 | 22.8 / 24.4 / 18.3 | 12.85-17 ms | 18.3-24.4 ms |
| [1920x1080] MK-4 in 1 notch, under the ceiling | insideThatRedrawCallback | stage0-5c1b915 | 9.55 / 8.5 / 8.95 | 11 / 9.7 / 10 | 8.5-9.55 ms | 9.7-11 ms |
| [1920x1080] MK-4 in 1 notch, under the ceiling | insideThatRedrawCallback | tip-f45e9cd7 | 5.15 / 5.1 / 4.7 | 8.1 / 10.3 / 6.9 | 4.7-5.15 ms | 6.9-10.3 ms |
| [1920x1080] MK-4 in 1 notch, under the ceiling | synchronousDispatch | stage0-5c1b915 | 13.35 / 14.2 / 14.05 | 19.4 / 18.5 / 19.6 | 13.35-14.2 ms | 18.5-19.6 ms |
| [1920x1080] MK-4 in 1 notch, under the ceiling | synchronousDispatch | tip-f45e9cd7 | 11.6 / 11.7 / 7.4 | 14.7 / 14 / 11.4 | 7.4-11.7 ms | 11.4-14.7 ms |
| [1920x1080] MK-4 out 1 notch, under the ceiling | inputToNextFrameEnter | stage0-5c1b915 | 11.3 / 14.3 / 14.4 | 13.6 / 18.5 / 20.3 | 11.3-14.4 ms | 13.6-20.3 ms |
| [1920x1080] MK-4 out 1 notch, under the ceiling | inputToNextFrameEnter | tip-f45e9cd7 | 7.75 / 5.6 / 2.9 | 8.8 / 8.9 / 5.6 | 2.9-7.75 ms | 5.6-8.9 ms |
| [1920x1080] MK-4 out 1 notch, under the ceiling | inputToRedrawCallbackEnd | stage0-5c1b915 | 20.85 / 23.65 / 23.45 | 23.6 / 27.7 / 31 | 20.85-23.65 ms | 23.6-31 ms |
| [1920x1080] MK-4 out 1 notch, under the ceiling | inputToRedrawCallbackEnd | tip-f45e9cd7 | 15.15 / 10.35 / 7.85 | 17.7 / 16 / 14.1 | 7.85-15.15 ms | 14.1-17.7 ms |
| [1920x1080] MK-4 out 1 notch, under the ceiling | insideThatRedrawCallback | stage0-5c1b915 | 9.65 / 9.15 / 9.25 | 11 / 10 / 13.8 | 9.15-9.65 ms | 10-13.8 ms |
| [1920x1080] MK-4 out 1 notch, under the ceiling | insideThatRedrawCallback | tip-f45e9cd7 | 6.95 / 5.15 / 4.95 | 9.1 / 7.1 / 8.5 | 4.95-6.95 ms | 7.1-9.1 ms |
| [1920x1080] MK-4 out 1 notch, under the ceiling | synchronousDispatch | stage0-5c1b915 | 11.3 / 14.25 / 14.4 | 13.5 / 18.5 / 20.3 | 11.3-14.4 ms | 13.5-20.3 ms |
| [1920x1080] MK-4 out 1 notch, under the ceiling | synchronousDispatch | tip-f45e9cd7 | 7.75 / 5.6 / 2.9 | 8.7 / 8.9 / 5.6 | 2.9-7.75 ms | 5.6-8.9 ms |
| [1920x1080] MK-4 out 1 notch, from the ceiling | inputToNextFrameEnter | stage0-5c1b915 | 16.2 / 15.05 / 15.6 | 20.7 / 27.5 / 21.3 | 15.05-16.2 ms | 20.7-27.5 ms |
| [1920x1080] MK-4 out 1 notch, from the ceiling | inputToNextFrameEnter | tip-f45e9cd7 | 8 / 8.8 / 8.4 | 9.5 / 11.6 / 10.9 | 8-8.8 ms | 9.5-11.6 ms |
| [1920x1080] MK-4 out 1 notch, from the ceiling | inputToRedrawCallbackEnd | stage0-5c1b915 | 25.1 / 23.85 / 25.3 | 31.7 / 47.5 / 30.5 | 23.85-25.3 ms | 30.5-47.5 ms |
| [1920x1080] MK-4 out 1 notch, from the ceiling | inputToRedrawCallbackEnd | tip-f45e9cd7 | 14.3 / 16.1 / 16.45 | 19.6 / 20.6 / 21.3 | 14.3-16.45 ms | 19.6-21.3 ms |
| [1920x1080] MK-4 out 1 notch, from the ceiling | insideThatRedrawCallback | stage0-5c1b915 | 9.25 / 8.65 / 9.05 | 11 / 20 / 10.7 | 8.65-9.25 ms | 10.7-20 ms |
| [1920x1080] MK-4 out 1 notch, from the ceiling | insideThatRedrawCallback | tip-f45e9cd7 | 6.35 / 6.95 / 7.75 | 11.4 / 10.5 / 10.5 | 6.35-7.75 ms | 10.5-11.4 ms |
| [1920x1080] MK-4 out 1 notch, from the ceiling | synchronousDispatch | stage0-5c1b915 | 16.1 / 15 / 15.55 | 20.6 / 27.4 / 21.3 | 15-16.1 ms | 20.6-27.4 ms |
| [1920x1080] MK-4 out 1 notch, from the ceiling | synchronousDispatch | tip-f45e9cd7 | 8 / 8.8 / 8.35 | 9.4 / 11.6 / 10.8 | 8-8.8 ms | 9.4-11.6 ms |
| [1920x1080] MK-4 in 2 notches, past the ceiling | inputToNextFrameEnter | stage0-5c1b915 | 13.4 / 13.45 / 12.8 | 20.2 / 19.6 / 21.9 | 12.8-13.45 ms | 19.6-21.9 ms |
| [1920x1080] MK-4 in 2 notches, past the ceiling | inputToNextFrameEnter | tip-f45e9cd7 | 11.75 / 13.55 / 13.65 | 15.2 / 15.3 / 17.2 | 11.75-13.65 ms | 15.2-17.2 ms |
| [1920x1080] MK-4 in 2 notches, past the ceiling | inputToRedrawCallbackEnd | stage0-5c1b915 | 22.25 / 21.75 / 21.35 | 28.9 / 28.3 / 30.9 | 21.35-22.25 ms | 28.3-30.9 ms |
| [1920x1080] MK-4 in 2 notches, past the ceiling | inputToRedrawCallbackEnd | tip-f45e9cd7 | 18.65 / 19.6 / 19.6 | 21.3 / 25.3 / 24.8 | 18.65-19.6 ms | 21.3-25.3 ms |
| [1920x1080] MK-4 in 2 notches, past the ceiling | insideThatRedrawCallback | stage0-5c1b915 | 8.95 / 8.3 / 8.5 | 9.6 / 10.2 / 9 | 8.3-8.95 ms | 9-10.2 ms |
| [1920x1080] MK-4 in 2 notches, past the ceiling | insideThatRedrawCallback | tip-f45e9cd7 | 6.3 / 6.45 / 6.1 | 8.8 / 10 / 7.6 | 6.1-6.45 ms | 7.6-10 ms |
| [1920x1080] MK-4 in 2 notches, past the ceiling | synchronousDispatch | stage0-5c1b915 | 13.3 / 13.4 / 12.7 | 20.2 / 19.5 / 21.5 | 12.7-13.4 ms | 19.5-21.5 ms |
| [1920x1080] MK-4 in 2 notches, past the ceiling | synchronousDispatch | tip-f45e9cd7 | 11.65 / 13.45 / 13.6 | 15.1 / 15.3 / 17.2 | 11.65-13.6 ms | 15.1-17.2 ms |
| [1920x1080] SK-16c Alt+- from the ceiling | inputToNextFrameEnter | stage0-5c1b915 | 17.8 / 12.95 / 10.65 | 29.9 / 15.6 / 17.1 | 10.65-17.8 ms | 15.6-29.9 ms |
| [1920x1080] SK-16c Alt+- from the ceiling | inputToNextFrameEnter | tip-f45e9cd7 | 3.85 / 4.8 / 4.4 | 5.7 / 9.3 / 15.7 | 3.85-4.8 ms | 5.7-15.7 ms |
| [1920x1080] SK-16c Alt+- from the ceiling | inputToRedrawCallbackEnd | stage0-5c1b915 | 36.55 / 22.4 / 20.1 | 57.9 / 28.3 / 28.3 | 20.1-36.55 ms | 28.3-57.9 ms |
| [1920x1080] SK-16c Alt+- from the ceiling | inputToRedrawCallbackEnd | tip-f45e9cd7 | 11.75 / 14.2 / 13.1 | 22.1 / 27 / 27 | 11.75-14.2 ms | 22.1-27 ms |
| [1920x1080] SK-16c Alt+- from the ceiling | insideThatRedrawCallback | stage0-5c1b915 | 18.65 / 9.55 / 9.6 | 32.8 / 13.5 / 11.2 | 9.55-18.65 ms | 11.2-32.8 ms |
| [1920x1080] SK-16c Alt+- from the ceiling | insideThatRedrawCallback | tip-f45e9cd7 | 7.8 / 9.3 / 8.25 | 16.4 / 18.1 / 11.3 | 7.8-9.3 ms | 11.3-18.1 ms |
| [1920x1080] SK-16c Alt+- from the ceiling | synchronousDispatch | stage0-5c1b915 | 17.55 / 9.05 / 8.85 | 29.4 / 14.1 / 12.3 | 8.85-17.55 ms | 12.3-29.4 ms |
| [1920x1080] SK-16c Alt+- from the ceiling | synchronousDispatch | tip-f45e9cd7 | 3.8 / 4.65 / 4.1 | 5.6 / 9.2 / 9.6 | 3.8-4.65 ms | 5.6-9.6 ms |
| [1920x1080] SK-16a Alt+= back to the ceiling | inputToNextFrameEnter | stage0-5c1b915 | 23.9 / 13.9 / 8.9 | 30.6 / 18.7 / 13.6 | 8.9-23.9 ms | 13.6-30.6 ms |
| [1920x1080] SK-16a Alt+= back to the ceiling | inputToNextFrameEnter | tip-f45e9cd7 | 9.3 / 7.1 / 7.5 | 17.8 / 11 / 15 | 7.1-9.3 ms | 11-17.8 ms |
| [1920x1080] SK-16a Alt+= back to the ceiling | inputToRedrawCallbackEnd | stage0-5c1b915 | 42.8 / 22 / 17.4 | 56.8 / 51.9 / 21.6 | 17.4-42.8 ms | 21.6-56.8 ms |
| [1920x1080] SK-16a Alt+= back to the ceiling | inputToRedrawCallbackEnd | tip-f45e9cd7 | 15.8 / 14.05 / 14.2 | 31 / 19.1 / 21.4 | 14.05-15.8 ms | 19.1-31 ms |
| [1920x1080] SK-16a Alt+= back to the ceiling | insideThatRedrawCallback | stage0-5c1b915 | 16.55 / 8.05 / 8.1 | 29.4 / 33.2 / 8.8 | 8.05-16.55 ms | 8.8-33.2 ms |
| [1920x1080] SK-16a Alt+= back to the ceiling | insideThatRedrawCallback | tip-f45e9cd7 | 6.75 / 6.35 / 6.55 | 14.6 / 8.1 / 7.2 | 6.35-6.75 ms | 7.2-14.6 ms |
| [1920x1080] SK-16a Alt+= back to the ceiling | synchronousDispatch | stage0-5c1b915 | 23.7 / 8.95 / 8.85 | 30.3 / 18.5 / 10 | 8.85-23.7 ms | 10-30.3 ms |
| [1920x1080] SK-16a Alt+= back to the ceiling | synchronousDispatch | tip-f45e9cd7 | 7 / 6.8 / 7.4 | 14.5 / 8.5 / 11.1 | 6.8-7.4 ms | 8.5-14.5 ms |
| [1920x1080] SK-16a Alt+= past the ceiling | inputToNextFrameEnter | stage0-5c1b915 | 1.05 / 0.8 / 0.85 | 2.2 / 2.3 / 5.2 | 0.8-1.05 ms | 2.2-5.2 ms |
| [1920x1080] SK-16a Alt+= past the ceiling | inputToNextFrameEnter | tip-f45e9cd7 | 0.75 / 1.1 / 0.75 | 1.7 / 2.5 / 3.3 | 0.75-1.1 ms | 1.7-3.3 ms |
| [1920x1080] SK-16a Alt+= past the ceiling | inputToRedrawCallbackEnd | stage0-5c1b915 | 14.2 / 7.7 / 8.25 | 26.8 / 13.8 / 31.6 | 7.7-14.2 ms | 13.8-31.6 ms |
| [1920x1080] SK-16a Alt+= past the ceiling | inputToRedrawCallbackEnd | tip-f45e9cd7 | 5.15 / 5.7 / 4.85 | 11.4 / 7.5 / 10.5 | 4.85-5.7 ms | 7.5-11.4 ms |
| [1920x1080] SK-16a Alt+= past the ceiling | insideThatRedrawCallback | stage0-5c1b915 | 12.85 / 7 / 7.65 | 24.6 / 12.7 / 28.1 | 7-12.85 ms | 12.7-28.1 ms |
| [1920x1080] SK-16a Alt+= past the ceiling | insideThatRedrawCallback | tip-f45e9cd7 | 4.4 / 4.45 / 3.8 | 10.6 / 6.1 / 7.2 | 3.8-4.45 ms | 6.1-10.6 ms |
| [1920x1080] SK-16a Alt+= past the ceiling | synchronousDispatch | stage0-5c1b915 | 0.85 / 0.65 / 0.7 | 1.9 / 2.2 / 3.2 | 0.65-0.85 ms | 1.9-3.2 ms |
| [1920x1080] SK-16a Alt+= past the ceiling | synchronousDispatch | tip-f45e9cd7 | 0.65 / 0.95 / 0.65 | 1.4 / 2.3 / 1.3 | 0.65-0.95 ms | 1.3-2.3 ms |
| [1920x400] MK-4 in 1 notch, under the ceiling | inputToNextFrameEnter | stage0-5c1b915 | 13 / 13.1 / 11.1 | 17.6 / 19 / 17.8 | 11.1-13.1 ms | 17.6-19 ms |
| [1920x400] MK-4 in 1 notch, under the ceiling | inputToNextFrameEnter | tip-f45e9cd7 | 9.2 / 10.85 / 10.85 | 14.6 / 14.6 / 13.9 | 9.2-10.85 ms | 13.9-14.6 ms |
